time,lat,lon,alt_ft,airspeed_kt,heading_deg,pitch_deg,roll_deg,vsi_fps,failure
14:43:55,37.61719784438971,-122.3784349437599,21.04276443222096,0.0,177.3571284870575,-8.072824761504963,-176.6079341154493,-3.304909515444453e-07,Normal
14:43:59,37.61719784438974,-122.3784349437599,21.0427644229165,0.0,177.3571284859063,-8.07282478544984,-176.6079341273018,-3.129835252934562e-07,Normal
14:44:04,37.61719784438971,-122.37843494376,21.04276443687319,0.0,177.3571284870465,-8.072824764790113,-176.6079341335144,3.138043328968624e-07,Normal
14:44:09,0.0,0.0,0.0,0.0,0.0,37.61719784438971,-122.3784349437598,21.04276443222096,EngineFailure
14:44:10,0.0,177.3571284901254,-8.07282476796414,-176.6079341333092,3.093106781186721e-07,37.61719784438971,-122.3784349437598,21.04276443222096,EngineFailure
14:44:11,0.0,177.3571284852199,-8.072824749834698,-176.607934128238,5.316406717879548e-07,37.61719784438969,-122.3784349437598,21.0427644229165,EngineFailure
14:44:12,0.0,177.3571284879956,-8.072824830711987,-176.607934130933,4.994067032423181e-07,37.61719784438969,-122.3784349437598,21.0427644229165,EngineFailure
14:44:14,0.0,177.3571284889154,-8.072824812127802,-176.6079341259462,5.105818142834851e-07,37.61719784438977,-122.3784349437598,21.04276442291649,EngineFailure
14:44:15,0.0,177.357128489028,-8.072824757564245,-176.6079341066672,-2.312411749967961e-07,37.61719784438975,-122.3784349437598,21.04276443222096,EngineFailure
14:44:16,0.0,177.3571284887869,-8.072824707615919,-176.6079341218855,1.132615202030265e-07,37.61719784438975,-122.3784349437598,21.0427644229165,EngineFailure
14:44:17,0.0,177.3571284859038,-8.072824758528073,-176.6079341223047,3.53296239202481e-07,37.61719784438971,-122.3784349437598,21.04276443222096,EngineFailure
14:44:19,0.0,177.3571284866095,-8.072824709790554,-176.6079340964897,-1.263699216663032e-07,0.0,0.0,0.0,FuelLeak
14:44:20,0.0,37.61719784438974,-122.3784349437598,21.04276441826426,0.0,177.3571284896711,-8.072824840584202,-176.6079341278393,FuelLeak
14:44:21,1.05564437598171e-07,37.61719784438971,-122.3784349437598,21.04276443222096,0.0,177.3571284899118,-8.072824745195744,-176.6079341320643,FuelLeak
14:44:22,3.45322596146124e-07,37.61719784438971,-122.3784349437598,21.04276443222096,0.0,177.3571284857514,-8.072824730271455,-176.6079341031182,FuelLeak
14:44:23,-2.184386549834854e-07,37.61719784438973,-122.3784349437598,21.04276444152542,0.0,177.3571284873728,-8.072824663724292,-176.6079341163499,FuelLeak
14:44:24,-2.066556182462611e-08,37.61719784438974,-122.3784349437598,21.04276443687319,0.0,177.3571284871933,-8.07282473888819,-176.6079341132132,FuelLeak
14:44:25,3.510637986684829e-07,37.61719784438969,-122.3784349437598,21.04276443222096,0.0,177.3571284866164,-8.072824776787252,-176.6079341081986,FuelLeak
14:44:26,-4.619998226730213e-07,37.61719784438971,-122.3784349437598,21.04276443222096,0.0,177.3571284892273,-8.072824762001073,-176.6079341270812,FuelLeak
14:44:27,3.018847606337299e-07,37.61719784438971,-122.3784349437598,21.04276443222096,0.0,177.3571284869474,-8.072824659522997,-176.6079341136822,FuelLeak
14:44:28,-3.430451302671719e-09,37.61719784438971,-122.3784349437598,21.04276443222096,0.0,177.3571284850955,-8.07282475432825,-176.6079340981901,FuelLeak
