time,lat,lon,alt_ft,airspeed_kt,heading_deg,pitch_deg,roll_deg,vsi_fps,failure
14:39:20,37.61897117733928,-122.3792867935518,2435.854520264902,60.24232198421903,304.8944609287669,7.702334017605239,-44.33210031645812,-4.252950560463183,Normal
14:39:25,37.61948936838321,-122.3808468961841,2409.767992648264,66.23976400556954,244.1654769937385,-14.52817487220198,-43.46476663608644,-39.20533775059847,Normal
14:39:29,37.61873956032591,-122.3822110595695,2247.669134687994,85.81058129973123,199.1656586870788,-12.54453728382088,-31.47271297295784,-27.13059108764228,Normal
14:39:34,0.0,0.0,0.0,0.0,0.0,37.61691463115561,-122.3825171731141,2150.087277800707,EngineFailure
14:39:35,89.82477162852197,171.7482965864859,-1.743818935615677,-27.35002467529702,-0.4129229260314166,37.61640831336143,-122.3823517169535,2152.181632128507,EngineFailure
14:39:37,86.21097272591679,161.8021782343614,3.48421670708031,-26.13988328954242,11.17799327934904,37.61590746804091,-122.3820632130121,2171.012184516492,EngineFailure
14:39:38,79.29589750011176,151.3775350133143,7.903370529159133,-25.2519720847323,18.54018161683782,37.61551780600276,-122.3817278493587,2196.510680645796,EngineFailure
14:39:40,71.75420813874264,141.6472447967551,11.056794265976,-25.49754734874462,21.02858645415534,37.61516605461691,-122.3812838837342,2229.544154618846,EngineFailure
14:39:41,62.01393013924195,129.1048181708401,13.88710169246115,-27.30196485651093,18.49910080231753,37.61498793094412,-122.3809498061721,2250.082348842983,EngineFailure
14:39:42,55.3539704384812,119.7037580151715,12.89445539947088,-29.76831542026407,8.82104112330753,37.61484118429631,-122.3805088181697,2262.587972091146,EngineFailure
14:39:44,49.50094226815657,107.1461982520951,6.083318902837616,-32.14321662637331,-7.341034495520804,0.0,0.0,0.0,FuelLeak
14:39:45,0.0,37.61478024178225,-122.3799769753937,2245.741184981085,49.49893938561456,90.72682904985606,-7.450646846090016,-33.15725283890919,FuelLeak
14:39:47,-22.15517319525858,37.61480365937844,-122.3796545747446,2218.258715057116,53.25840983054516,79.84516412941832,-14.83671378417341,-33.35286207827932,FuelLeak
14:39:48,-29.98266244320568,37.61488776746881,-122.3792971747212,2175.922641251209,59.45987576921268,67.64719607296986,-19.45500859702348,-32.46114358463004,FuelLeak
14:39:49,-39.35832264632228,37.61500691583848,-122.379008688868,2135.705594605621,64.7815355055758,58.160516694079,-20.07845993132353,-30.75189588534611,FuelLeak
14:39:50,-43.18497036371991,37.61517982064476,-122.3787220132063,2092.945107162069,69.66296306622807,49.18033258951532,-19.09973924974327,-28.45927792488376,FuelLeak
14:39:51,-43.32347006233988,37.61542401708648,-122.3784308149665,2048.005979931435,74.0527415947118,40.25378421274367,-17.24031122180465,-25.81656168298562,FuelLeak
14:39:52,-40.56713081269064,37.61568992289966,-122.3781939730853,2010.819179731994,77.09317498425952,33.12667845408545,-15.03590183637615,-23.69059543053594,FuelLeak
14:39:53,-36.19952758800638,37.6159551829898,-122.3780104841255,1981.814992811607,79.01707338403472,27.50570430260171,-12.84474995336618,-21.96707805619102,FuelLeak
14:39:54,-31.32363922199623,37.61631091197822,-122.3778231942305,1952.326450921177,80.36455886960036,21.11131845040893,-9.794072874487863,-20.11682270324203,FuelLeak
