time,lat,lon,alt_ft,airspeed_kt,heading_deg,pitch_deg,roll_deg,vsi_fps,failure
11:15:19,37.6263944412914,-122.3797922993212,1530.739757201497,84.8658932815536,109.4911641318864,-3.917550687336167,-7.293100451688161,-5.005075216090626,Normal
11:15:23,37.62576129609804,-122.3774416763424,1509.719517844523,84.86755275425017,103.3225038969945,-3.914850261265073,-7.302935493913616,-4.996466016023586,Normal
11:15:27,37.62532349175973,-122.3751559860682,1489.77563161989,84.86927688745358,97.43796416504257,-3.911601010732136,-7.31216930471108,-4.986652022041149,Normal
11:15:32,0.0,0.0,0.0,0.0,0.0,37.62502183913062,-122.3727199133217,1470.825695301566,EngineFailure
11:15:33,84.86388358981218,93.03077529565424,-3.908108529903553,-7.287957927848948,-4.979825888622344,37.6249735621823,-122.3719054239545,1463.84860269964,EngineFailure
11:15:35,84.77496911676693,90.97688229850863,-3.913565201899632,-7.264672579854881,-5.010445406123516,37.62494828357074,-122.3712077450626,1457.824396498551,EngineFailure
11:15:36,84.75298441224297,89.21755084349421,-3.934710953822899,-7.271055364552323,-5.068569454236427,37.62493754689764,-122.3703897847129,1450.664912029706,EngineFailure
11:15:37,84.77466264203467,87.15510171859148,-3.962132999217958,-7.282768284364927,-5.132802971304825,37.62494702802218,-122.3695830143056,1443.506529466515,EngineFailure
11:15:39,84.81300888556595,85.11364165988824,-3.981629750879684,-7.291074641086313,-5.174436495315208,37.6249767034485,-122.3687737594111,1436.256673468515,EngineFailure
11:15:40,84.85503951790331,83.05750635646777,-3.990195503035495,-7.296357612050566,-5.186573988367084,37.62502581531015,-122.3679773397774,1429.085230257657,EngineFailure
11:15:41,84.89361009347539,81.02369282465492,-3.987464844061659,-7.298643225787832,-5.169879380188197,37.625085200266,-122.3672802347535,1422.801452961716,EngineFailure
11:15:43,84.92171605810927,79.23391381599463,-3.976819656497538,-7.299210021371846,-5.136040655524821,0.0,0.0,0.0,FuelLeak
11:15:44,0.0,37.62518621092357,-122.366369403412,1414.608727516074,84.9458855225926,76.8793637555554,-3.953732530939697,-7.293791624741194,FuelLeak
11:15:45,-5.079361120998467,37.6252775035539,-122.365700956206,1408.619335986393,84.93182748461508,75.1398026967691,-3.933094607752715,-7.284034219753799,FuelLeak
11:15:46,-5.035663640288045,37.62536706757123,-122.3651307303768,1403.519897684286,84.92251724393326,73.64593074073517,-3.918377334831865,-7.281910343491008,FuelLeak
11:15:47,-4.997380065300842,37.62546511682403,-122.3645738351527,1398.539309793584,84.91796416939778,72.17651984294052,-3.905808897552871,-7.283813682230336,FuelLeak
11:15:48,-4.964638691557736,37.62557295835673,-122.3640211967367,1393.589854516245,84.91351590033315,70.70741242381004,-3.89423398593972,-7.286812500389633,FuelLeak
11:15:49,-4.934948344711713,37.62569050369752,-122.3634731372941,1388.668646224183,84.9072099738838,69.2372868998806,-3.883797151910262,-7.29004127445121,FuelLeak
11:15:50,-4.908238711664664,37.62581765644181,-122.3629299820153,1383.772241141647,84.89885825214571,67.76633276971455,-3.874868214096721,-7.293911028119369,FuelLeak
11:15:51,-4.885498968126126,37.62595431406244,-122.3623920523696,1378.896184664318,84.8890337210527,66.2945832234035,-3.86778633123151,-7.298198322817274,FuelLeak
11:15:52,-4.867635712304545,37.62610036859019,-122.3618596635395,1374.03525875583,84.87831751827851,64.82171386194108,-3.862845682327479,-7.302911654016248,FuelLeak
