time,alt_ft,airspeed_kt,heading_deg
15:18:27,0.0,2500.0,0.0
15:18:28,270.5117073383043,2500.0,0.0
15:18:30,270.5117073383043,2500.0,0.0
15:18:31,270.5117073383043,2500.0,0.0
15:18:32,270.5117073383043,2500.0,0.0
15:18:33,270.5117073383043,2500.0,0.0
15:18:34,270.5117073383043,2500.0,0.0
15:18:36,270.5117073383043,2500.0,0.0
15:18:37,270.5117073383043,2500.0,0.0
15:18:38,270.5117073383043,2500.0,0.0
15:18:39,270.5117073383043,2500.0,0.0
15:18:41,270.5117073383043,2500.0,0.0
15:18:42,270.5117073383043,2500.0,0.0
15:18:43,270.5117073383043,2500.0,0.0
15:18:45,270.5117073383043,2500.0,0.0
15:18:46,270.5117073383043,2500.0,0.0
15:18:47,270.5117073383043,2500.0,0.0
15:18:48,270.5117073383043,2500.0,0.0
15:18:50,270.5117073383043,2500.0,0.0
15:18:51,270.5117073383043,2500.0,0.0
15:18:52,270.5117073383043,2500.0,0.0
15:18:53,270.5117073383043,2500.0,0.0
15:18:55,270.5117073383043,2500.0,0.0
15:18:56,270.5117073383043,2500.0,0.0
15:18:57,270.5117073383043,2500.0,0.0
15:18:58,270.5117073383043,2500.0,0.0
15:19:00,270.5117073383043,2500.0,0.0
15:19:01,270.5117073383043,2500.0,0.0
15:19:02,270.5117073383043,2500.0,0.0
15:19:04,270.5117073383043,2500.0,0.0
