time,alt_ft,airspeed_kt,heading_deg
07:06:24,0.0,2911.162104739447,3.785618567928541
07:06:26,220.4740728434076,2911.162091141776,3.775378980412039
07:06:27,220.4740978624101,2911.162917991603,3.788622354993884
07:06:28,220.4738586201545,2911.162642960582,3.784434094868746
07:06:30,220.4739118120622,2911.162289874983,3.785071532612236
07:06:31,220.4739569320078,2911.162572620442,3.778970414422068
07:06:32,220.4740217274994,2911.162104428083,3.785619401192305
07:06:34,220.474096275668,2911.16262162054,3.788014096158497
07:06:35,220.4741304278663,2911.162394715961,3.786149944129543
07:06:36,220.4740029468055,2911.162222797107,3.786065724787364
07:06:38,220.4738831312208,2911.162505635514,3.785102760618802
07:06:39,220.4739282436356,2911.16287788622,3.789142439987396
07:06:40,220.4740030683029,2911.163016359108,3.782762334755573
07:06:42,220.4740331710416,2911.16228959615,3.785071751241647
07:06:43,220.4740682030323,2911.162400422704,3.787024539144546
07:06:44,220.4741466536838,2911.16267628106,3.780007244059964
07:06:46,220.4739954149094,2911.162380383941,3.789177003536703
07:06:49,220.4739388860317,2911.162306958058,3.783247618002844
07:06:50,220.4740104598741,2911.162517197818,3.775651780958164
07:06:52,220.4740648976318,2911.162260337294,3.778362954201783
07:06:53,220.4741003151846,2911.162505602981,3.785108904261539
07:06:55,220.474044008044,2911.162116682841,3.775120239466185
07:06:56,220.473907932491,2911.162289642619,3.785099477096275
07:06:57,220.4739258415782,2911.162259798216,3.778364134595251
07:06:59,220.4739854300839,2911.16230668852,3.783247186311323
07:07:00,220.4740263425722,2911.162745821842,3.786636857903162
07:07:01,220.4740786528406,2911.162260030578,3.778361786279161
07:07:03,220.474148459013,2911.162203288139,3.783019175232938
07:07:04,220.4740997031389,2911.162482673654,3.786672538803721
07:07:05,220.4738974837595,2911.162306781462,3.783285016271879
