time,alt_ft,airspeed_kt,heading_deg
20:01:26,0.0,1607.059398916363,85.01572073075613
20:01:27,328.8898371951454,1600.560904431372,85.02223530603742
20:01:28,326.6228416709207,1595.225314820908,85.0239804448925
20:01:30,324.787242591815,1588.874750198295,85.02187787795206
20:01:31,322.49217450644,1583.673847283309,85.0172848764486
20:01:32,320.5610379488876,1577.425461415808,85.00918958594337
20:01:34,318.2238961235105,1572.047482246531,85.00091048411964
20:01:35,316.3046898588884,1566.130178743839,84.99164468484543
20:01:36,314.0329000642036,1559.740377703236,84.9826313333317
20:01:38,311.7325889207103,1554.375506472821,84.97677487572035
20:01:39,309.7692766010212,1548.228421810153,84.97252614807532
20:01:40,307.4794353449628,1543.026061396716,84.97127443517768
20:01:41,305.581228333807,1536.699713177004,84.97254428013886
20:01:43,303.2747073173634,1530.503966311982,84.97637711278657
20:01:44,301.0887917125942,1524.33158940885,84.98195421471587
20:01:46,298.6976645314267,1517.927246206228,84.9888272120595
20:01:47,296.4002506090323,1511.818767399623,84.99549571565977
20:01:48,294.1968484809443,1506.458717702499,85.00083411136126
20:01:49,292.1557569627716,1500.957531583871,85.00531735173723
20:01:51,290.2500157373844,1495.727046894079,85.00843559643056
20:01:52,288.234658769009,1490.952587259605,85.00986887940424
20:01:53,286.1095873499676,1483.27830830291,85.00992066244908
20:01:55,283.6838467667982,1477.101324034926,85.00804006139877
20:01:56,281.3797486604077,1470.904758624613,85.00485568478237
20:01:57,279.1155280810072,1465.964899410996,85.0018602023183
20:01:59,277.1641514639169,1460.666398911756,84.9984216250812
20:02:00,275.1436365839283,1454.569701295389,84.99472365794489
20:02:01,272.9582000393407,1448.621119863995,84.9915703484303
20:02:03,270.7442505103763,1441.977497247845,84.98922853554929
20:02:04,268.3786225660068,1436.827214322057,84.98837303316039
