time,alt_ft,airspeed_kt,heading_deg
19:42:36,0.0,917.8783000549504,84.99384121199137
19:42:37,66.3567477740977,912.9910013037937,84.99934671865256
19:42:38,64.32944262058017,907.5202259793928,85.00547034123936
19:42:40,62.26016679119887,901.7156646920638,85.01251844086437
19:42:41,59.96523046880846,895.6887497266661,85.01925119336069
19:42:42,57.75365101406489,889.80199195662,85.02466997821594
19:42:44,55.2888922174241,884.7376643943269,85.0279657421386
19:42:45,53.27185694504841,878.5376969955702,85.02978742692865
19:42:47,51.02984886510901,872.5591390670326,85.02946941934758
19:42:48,48.50644253375067,868.2222866934667,85.0312599968575
19:42:49,46.52888379140413,861.6165080653748,85.02520130428762
19:42:50,44.13181844105566,856.4691942824414,85.02264849037608
19:42:52,42.06884480871317,851.1792130811298,85.01848404752069
19:42:53,40.17398199968696,845.3167858904051,85.01513363423707
19:42:54,37.77303352552328,840.051555792562,85.01256217266204
19:42:55,35.74999468978157,835.0272830429898,85.01084648091835
19:42:57,33.69845747078584,829.8864393343123,85.00978569785383
19:42:58,31.68801880375044,824.6992358974336,85.01000608602877
19:42:59,29.62022430426364,819.5371997128649,85.01074714559441
19:43:00,27.66548670218812,813.501638541607,85.01280078452945
19:43:02,25.20192466204474,807.4898197358644,85.01508610209454
19:43:03,22.83678372316456,803.1637237876199,85.01808485067743
19:43:04,20.97682718153664,796.8128963931574,85.02344352175363
19:43:06,18.65116795326106,791.0726514529101,85.02340449419063
19:43:07,16.15818804272585,785.2223598588893,85.02560843448269
19:43:08,14.2688133462686,779.0106665325709,85.02726970952216
19:43:10,11.70285192290159,773.919224555454,85.02674999983685
19:43:11,9.643007508243407,768.5764923104684,85.02819620065836
19:43:12,7.356990280810767,761.4685981630427,85.02686960299988
19:43:14,4.901787153497307,756.2748612524068,85.0267261502612
